sampleNames;sample;Year;site;enrichment;enrichment;days;Period;folder;Info4;Expname;Experimentator;Csource;CsourceBeta;biomass.enriched;filter.fraction;oxygen;thiosulfate;ammonium;nitrite;nitrate;methylamine;cellulose;starch;veratric.acid;soil.seepage;necromass;R2A;leaf.leachate;16S.gene.copies.per.L;dev;PNK;Before
K5;K5;2021;H41;Autotrophy;Autotrophy;208;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;oxic;yes;yes;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
K6;K6;2021;H41;Autotrophy;Autotrophy;208;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;oxic;yes;yes;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
K7;K7;2021;H52;Autotrophy;Autotrophy;208;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
K8;K8;2021;H52;Autotrophy;Autotrophy;208;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
K9;K9;2021;H52;Autotrophy;Autotrophy;208;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
l;l;2021;H41;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;oxic;yes;yes;no;no;no;no;no;no;no;no;no;no;1.84E+09;1.84E+09;1.13E+08;autotrophy
LA;LA;2018;H41;Before Incubation;Before Incubation;0;day0;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;Before Incubation
LB;LB;2018;H41;Before Incubation;Before Incubation;0;day0;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;Before Incubation
LC;LC;2018;H41;Before Incubation;Before Incubation;0;day0;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;Before Incubation
m;m;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;1.69E+08;1.69E+08;3.27E+07;autotrophy
MA-12C-A;MA-12C-A;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-12C-B;MA-12C-B;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-12C-C;MA-12C-C;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-13C-A;MA-13C-A;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-13C-B;MA-13C-B;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-13C-C;MA-13C-C;2018;H41;Methylamine;Methylamine;14;2weeks;4-2018 10 20 Methylamine;4-Methylamine;MethylamineSIP;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-01;MA-A-01;2021;H41;Methylamine;Methylamine;2;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.15E+08;4.15E+08;7.74E+08;methylotrophy
MA-A-02;MA-A-02;2021;H41;Methylamine;Methylamine;5;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;5.12E+09;5.12E+09;2.02E+09;methylotrophy
MA-A-03;MA-A-03;2021;H41;Methylamine;Methylamine;8;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;8.48E+09;8.48E+09;9.56E+09;methylotrophy
MA-A-04;MA-A-04;2021;H41;Methylamine;Methylamine;12;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.17E+09;4.17E+09;1.30E+09;methylotrophy
MA-A-05;MA-A-05;2021;H41;Methylamine;Methylamine;15;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;7.72E+09;7.72E+09;8.34E+09;methylotrophy
MA-A-06;MA-A-06;2021;H41;Methylamine;Methylamine;19;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.58E+09;1.58E+09;5.13E+08;methylotrophy
MA-A-07;MA-A-07;2021;H41;Methylamine;Methylamine;22;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-08;MA-A-08;2021;H41;Methylamine;Methylamine;29;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.96E+08;1.96E+08;1.57E+07;methylotrophy
MA-A-09;MA-A-09;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.62E+09;1.62E+09;5.70E+08;methylotrophy
MA-A-10;MA-A-10;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.62E+09;1.62E+09;5.70E+08;methylotrophy
MA-A-11;MA-A-11;2021;H41;Methylamine;Methylamine;42;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.12E+09;1.12E+09;4.35E+08;methylotrophy
MA-A-12;MA-A-12;2021;H41;Methylamine;Methylamine;49;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;2.79E+09;2.79E+09;4.15E+09;methylotrophy
MA-A-13;MA-A-13;2021;H41;Methylamine;Methylamine;64;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-14;MA-A-14;2021;H41;Methylamine;Methylamine;69;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-15;MA-A-15;2021;H41;Methylamine;Methylamine;76;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-16;MA-A-16;2021;H41;Methylamine;Methylamine;83;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-17;MA-A-17;2021;H41;Methylamine;Methylamine;97;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-18;MA-A-18;2021;H41;Methylamine;Methylamine;104;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-19;MA-A-19;2021;H41;Methylamine;Methylamine;111;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-20;MA-A-20;2021;H41;Methylamine;Methylamine;118;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-21;MA-A-21;2021;H41;Methylamine;Methylamine;125;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-22;MA-A-22;2021;H41;Methylamine;Methylamine;132;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-23;MA-A-23;2021;H41;Methylamine;Methylamine;254;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-24;MA-A-24;2021;H41;Methylamine;Methylamine;295;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-25;MA-A-25;2021;H41;Methylamine;Methylamine;302;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-26;MA-A-26;2021;H41;Methylamine;Methylamine;450;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-27;MA-A-27;2022;H41;Methylamine;Methylamine;552;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-28;MA-A-28;2022;H41;Methylamine;Methylamine;558;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-29;MA-A-29;2022;H41;Methylamine;Methylamine;569;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-30;MA-A-30;2022;H41;Methylamine;Methylamine;574;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-31;MA-A-31;2022;H41;Methylamine;Methylamine;581;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-32;MA-A-32;2022;H41;Methylamine;Methylamine;594;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-33;MA-A-33;2022;H41;Methylamine;Methylamine;616;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-34;MA-A-34;2023;H41;Methylamine;Methylamine;637;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-A-35;MA-A-35;2023;H41;Methylamine;Methylamine;657;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-01;MA-B-01;2021;H41;Methylamine;Methylamine;2;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-02;MA-B-02;2021;H41;Methylamine;Methylamine;5;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;6.79E+09;6.79E+09;1.76E+09;methylotrophy
MA-B-03;MA-B-03;2021;H41;Methylamine;Methylamine;8;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;8.03E+09;8.03E+09;1.49E+09;methylotrophy
MA-B-04;MA-B-04;2021;H41;Methylamine;Methylamine;12;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.15E+10;1.15E+10;4.08E+09;methylotrophy
MA-B-05;MA-B-05;2021;H41;Methylamine;Methylamine;15;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;6.66E+09;6.66E+09;2.36E+09;methylotrophy
MA-B-06;MA-B-06;2021;H41;Methylamine;Methylamine;19;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;7.01E+09;7.01E+09;6.95E+09;methylotrophy
MA-B-07;MA-B-07;2021;H41;Methylamine;Methylamine;22;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-08;MA-B-08;2021;H41;Methylamine;Methylamine;29;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;7.64E+09;7.64E+09;2.11E+09;methylotrophy
MA-B-09;MA-B-09;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.79E+09;1.79E+09;2.23E+08;methylotrophy
MA-B-10;MA-B-10;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.79E+09;1.79E+09;2.23E+08;methylotrophy
MA-B-11;MA-B-11;2021;H41;Methylamine;Methylamine;42;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.04E+09;4.04E+09;4.69E+09;methylotrophy
MA-B-12;MA-B-12;2021;H41;Methylamine;Methylamine;49;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.21E+10;1.21E+10;6.56E+09;methylotrophy
MA-B-13;MA-B-13;2021;H41;Methylamine;Methylamine;64;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-14;MA-B-14;2021;H41;Methylamine;Methylamine;69;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-15;MA-B-15;2021;H41;Methylamine;Methylamine;76;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-16;MA-B-16;2021;H41;Methylamine;Methylamine;83;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-17;MA-B-17;2021;H41;Methylamine;Methylamine;97;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-18;MA-B-18;2021;H41;Methylamine;Methylamine;104;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-19;MA-B-19;2021;H41;Methylamine;Methylamine;111;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-20;MA-B-20;2021;H41;Methylamine;Methylamine;118;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-21;MA-B-21;2021;H41;Methylamine;Methylamine;125;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-22;MA-B-22;2021;H41;Methylamine;Methylamine;132;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-23;MA-B-23;2021;H41;Methylamine;Methylamine;254;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-24;MA-B-24;2021;H41;Methylamine;Methylamine;295;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-25;MA-B-25;2021;H41;Methylamine;Methylamine;302;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-26;MA-B-26;2021;H41;Methylamine;Methylamine;450;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-27;MA-B-27;2022;H41;Methylamine;Methylamine;552;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-28;MA-B-28;2022;H41;Methylamine;Methylamine;558;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-29;MA-B-29;2022;H41;Methylamine;Methylamine;569;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-30;MA-B-30;2022;H41;Methylamine;Methylamine;574;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-31;MA-B-31;2022;H41;Methylamine;Methylamine;581;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-32;MA-B-32;2022;H41;Methylamine;Methylamine;594;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-33;MA-B-33;2022;H41;Methylamine;Methylamine;616;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-34;MA-B-34;2023;H41;Methylamine;Methylamine;637;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-B-35;MA-B-35;2023;H41;Methylamine;Methylamine;657;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-01;MA-C-01;2021;H41;Methylamine;Methylamine;2;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;8.81E+08;8.81E+08;0.00E+00;methylotrophy
MA-C-02;MA-C-02;2021;H41;Methylamine;Methylamine;5;1week;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.28E+09;1.28E+09;1.27E+09;methylotrophy
MA-C-03;MA-C-03;2021;H41;Methylamine;Methylamine;8;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;2.96E+10;2.96E+10;5.60E+09;methylotrophy
MA-C-04;MA-C-04;2021;H41;Methylamine;Methylamine;12;2weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.30E+10;1.30E+10;4.93E+09;methylotrophy
MA-C-05;MA-C-05;2021;H41;Methylamine;Methylamine;15;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;2.78E+09;2.78E+09;1.24E+09;methylotrophy
MA-C-06;MA-C-06;2021;H41;Methylamine;Methylamine;19;3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.12E+10;1.12E+10;6.34E+09;methylotrophy
MA-C-07;MA-C-07;2021;H41;Methylamine;Methylamine;22;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-08;MA-C-08;2021;H41;Methylamine;Methylamine;29;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.40E+08;4.40E+08;2.62E+08;methylotrophy
